127.0.0.1 - - [18/Jan/2023:12:51:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:31 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:31 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:35 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:35 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:35 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:37 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:37 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:37 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:37 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:37 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:38 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:38 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:38 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:43 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:43 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:45 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:46 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:46 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:47 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:48 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:49 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:49 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:49 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:49 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:36:49 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:27 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:47 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:47 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:56 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:56 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2058
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:58 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:58 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:38:58 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:06 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:07 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:49 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:49 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:49 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:49 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:39:57 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:31 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:31 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:31 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:31 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:35 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:35 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:41 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:41 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:43 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:43 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:43 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:47 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:47 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:47 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:47 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:50 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:54 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:40:54 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:41:10 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2304
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:41:12 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:41:12 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:41:12 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:00 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:06 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:19 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:20 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:31 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:31 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:33 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:33 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:33 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:38 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2495
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:38 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:38 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:38 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:40 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:40 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:43:44 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:39 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:50 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:51 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:44:51 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:08 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:09 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:09 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:09 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:09 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:09 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:18 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:25 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:25 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:25 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:28 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:28 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:28 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:28 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:30 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2319
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:32 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:34 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:34 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:34 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:45:35 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:46:19 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:46:19 +0530] "GET /online/login.jsp HTTP/1.1" 404 739
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:46:40 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:46:40 +0530] "GET /online/Insert.jsp HTTP/1.1" 404 740
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:47:07 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:47:07 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:47:14 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:47:14 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:47:53 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 500 2531
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:48:14 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:48:14 +0530] "GET /online/InserUser.jsp HTTP/1.1" 404 743
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:48:27 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:48:27 +0530] "GET /online/inserUser.jsp HTTP/1.1" 404 743
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:00 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:00 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:49:37 +0530] "GET /online/homepage.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 412 679
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:20 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:44 +0530] "GET /online/homepage.jsp HTTP/1.1" 200 2253
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:44 +0530] "GET /fonts/fontawesome-webfont.woff2?v=4.3.0 HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:45 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:45 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:49 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:49 +0530] "GET /online/InsertAdmin.jsp HTTP/1.1" 200 5972
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:57 +0530] "GET /online/loginadmin?a_id=A001&pass=1234&name=Ravi HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:57 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:57 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:50:57 +0530] "GET /online/InsertUser.jsp HTTP/1.1" 200 5955
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /online/afterlogin1.jsp HTTP/1.1" 200 2315
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /online/assets/images/course-video.mp4 HTTP/1.1" 206 6129513
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /fonts/fontawesome-webfont.eot? HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:13:52:18 +0530] "GET /fonts/fontawesome-webfont.woff?v=4.3.0 HTTP/1.1" 404 785
